Columns,InstanceNumber,Rows,SequenceName,SeriesNumber,SliceLocation,path
512,121,416,*fl3d2,51,-379.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-121-x7zd40.dcm
512,122,416,*fl3d2,51,-374.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-122-x7zd41.dcm
512,123,416,*fl3d2,51,-369.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-123-x7zd4n.dcm
512,124,416,*fl3d2,51,-364.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-124-x7zd4o.dcm
512,125,416,*fl3d2,51,-359.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-125-x7zd4p.dcm
512,126,416,*fl3d2,51,-354.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-126-x7zd4q.dcm
512,127,416,*fl3d2,51,-349.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-127-x7zd4r.dcm
512,128,416,*fl3d2,51,-344.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-128-x7zd4s.dcm
512,129,416,*fl3d2,51,-339.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-129-x7zd4t.dcm
512,130,416,*fl3d2,51,-334.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-130-x7zd4u.dcm
512,131,416,*fl3d2,51,-329.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-131-x7zd4v.dcm
512,132,416,*fl3d2,51,-324.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-132-x7zd4w.dcm
512,133,416,*fl3d2,51,-319.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-133-x7zd5i.dcm
512,134,416,*fl3d2,51,-314.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-134-x7zd5j.dcm
512,135,416,*fl3d2,51,-309.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-135-x7zd5k.dcm
512,136,416,*fl3d2,51,-304.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-136-x7zd5l.dcm
512,137,416,*fl3d2,51,-299.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-137-x7zd5m.dcm
512,138,416,*fl3d2,51,-294.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-138-x7zd5n.dcm
512,139,416,*fl3d2,51,-289.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-139-x7zd5o.dcm
512,140,416,*fl3d2,51,-284.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-140-x7zd5p.dcm
512,141,416,*fl3d2,51,-279.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-141-x7zd5q.dcm
512,142,416,*fl3d2,51,-274.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-142-x7zd5r.dcm
512,143,416,*fl3d2,51,-269.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-143-x7zd6d.dcm
512,144,416,*fl3d2,51,-264.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-144-x7zd6e.dcm
512,145,416,*fl3d2,51,-259.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-145-x7zd6f.dcm
512,146,416,*fl3d2,51,-254.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-146-x7zd6g.dcm
512,147,416,*fl3d2,51,-249.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-147-x7zd6h.dcm
512,148,416,*fl3d2,51,-244.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-148-x7zd6i.dcm
512,149,416,*fl3d2,51,-239.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-149-x7zd6j.dcm
512,150,416,*fl3d2,51,-234.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-150-x7zd6k.dcm
512,151,416,*fl3d2,51,-229.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-151-x7zd6l.dcm
512,152,416,*fl3d2,51,-224.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-152-x7zd6m.dcm
512,153,416,*fl3d2,51,-219.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-153-x7zd78.dcm
512,154,416,*fl3d2,51,-214.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-154-x7zd79.dcm
512,155,416,*fl3d2,51,-209.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-155-x7zd7a.dcm
512,156,416,*fl3d2,51,-204.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-156-x7zd7b.dcm
512,157,416,*fl3d2,51,-199.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-157-x7zd7c.dcm
512,158,416,*fl3d2,51,-194.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-158-x7zd7d.dcm
512,159,416,*fl3d2,51,-189.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-159-x7zd7e.dcm
512,160,416,*fl3d2,51,-184.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-160-x7zd7f.dcm
512,161,416,*fl3d2,51,-179.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-161-x7zd7g.dcm
512,162,416,*fl3d2,51,-174.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-162-x7zd7h.dcm
512,163,416,*fl3d2,51,-169.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-163-x7zd83.dcm
512,164,416,*fl3d2,51,-164.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-164-x7zd84.dcm
512,165,416,*fl3d2,51,-159.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-165-x7zd85.dcm
512,166,416,*fl3d2,51,-154.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-166-x7zd86.dcm
512,167,416,*fl3d2,51,-149.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-167-x7zd87.dcm
512,168,416,*fl3d2,51,-144.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-168-x7zd88.dcm
512,169,416,*fl3d2,51,-139.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-169-x7zd89.dcm
512,170,416,*fl3d2,51,-134.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-170-x7zd8a.dcm
512,171,416,*fl3d2,51,-129.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-171-x7zd8b.dcm
512,172,416,*fl3d2,51,-124.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-172-x7zd8c.dcm
512,173,416,*fl3d2,51,-119.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-173-x7zd8y.dcm
512,174,416,*fl3d2,51,-114.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-174-x7zd8z.dcm
512,175,416,*fl3d2,51,-109.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-175-x7zd90.dcm
512,176,416,*fl3d2,51,-104.71412654221,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-176-x7zd91.dcm
512,177,416,*fl3d2,51,-99.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-177-x7zd92.dcm
512,178,416,*fl3d2,51,-94.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-178-x7zd93.dcm
512,179,416,*fl3d2,51,-89.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-179-x7zd94.dcm
512,180,416,*fl3d2,51,-84.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-180-x7zd95.dcm
512,181,416,*fl3d2,51,-79.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-181-x7zd96.dcm
512,182,416,*fl3d2,51,-74.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-182-x7zd97.dcm
512,183,416,*fl3d2,51,-69.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-183-x7zd9t.dcm
512,184,416,*fl3d2,51,-64.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-184-x7zd9u.dcm
512,185,416,*fl3d2,51,-59.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-185-x7zd9v.dcm
512,186,416,*fl3d2,51,-54.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-186-x7zd9w.dcm
512,187,416,*fl3d2,51,-49.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-187-x7zd9x.dcm
512,188,416,*fl3d2,51,-44.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-188-x7zd9y.dcm
512,189,416,*fl3d2,51,-39.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-189-x7zd9z.dcm
512,190,416,*fl3d2,51,-34.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-190-x7zda0.dcm
512,191,416,*fl3d2,51,-29.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-191-x7zda1.dcm
512,192,416,*fl3d2,51,-24.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-192-x7zda2.dcm
512,193,416,*fl3d2,51,-19.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-193-x7zdsr.dcm
512,194,416,*fl3d2,51,-14.714126542211,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-194-x7zdss.dcm
512,195,416,*fl3d2,51,-9.7141265422106,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-195-x7zdst.dcm
512,196,416,*fl3d2,51,-4.7141265422106,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-196-x7zdsu.dcm
512,197,416,*fl3d2,51,0.28587345778942,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-197-x7zdsv.dcm
512,198,416,*fl3d2,51,5.2858734577894,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-198-x7zdsw.dcm
512,199,416,*fl3d2,51,10.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-199-x7zdsx.dcm
512,200,416,*fl3d2,51,15.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-200-x7zdsy.dcm
512,201,416,*fl3d2,51,20.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-201-x7zdsz.dcm
512,202,416,*fl3d2,51,25.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-202-x7zdt0.dcm
512,203,416,*fl3d2,51,30.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-203-x7zdtm.dcm
512,204,416,*fl3d2,51,35.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-204-x7zdtn.dcm
512,205,416,*fl3d2,51,40.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-205-x7zdto.dcm
512,206,416,*fl3d2,51,45.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-206-x7zdtp.dcm
512,207,416,*fl3d2,51,50.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-207-x7zdtq.dcm
512,208,416,*fl3d2,51,55.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-208-x7zdtr.dcm
512,209,416,*fl3d2,51,60.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-209-x7zdts.dcm
512,210,416,*fl3d2,51,65.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-210-x7zdtt.dcm
512,211,416,*fl3d2,51,70.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-211-x7zdtu.dcm
512,212,416,*fl3d2,51,75.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-212-x7zdtv.dcm
512,213,416,*fl3d2,51,80.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-213-x7zduh.dcm
512,214,416,*fl3d2,51,85.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-214-x7zdui.dcm
512,215,416,*fl3d2,51,90.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-215-x7zduj.dcm
512,216,416,*fl3d2,51,95.285873457789,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-216-x7zduk.dcm
512,217,416,*fl3d2,51,100.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-217-x7zdul.dcm
512,218,416,*fl3d2,51,105.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-218-x7zdum.dcm
512,219,416,*fl3d2,51,110.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-219-x7zdun.dcm
512,220,416,*fl3d2,51,115.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-220-x7zduo.dcm
512,221,416,*fl3d2,51,120.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-221-x7zdup.dcm
512,222,416,*fl3d2,51,125.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-222-x7zduq.dcm
512,223,416,*fl3d2,51,130.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-223-x7zdvc.dcm
512,224,416,*fl3d2,51,135.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-224-x7zdvd.dcm
512,225,416,*fl3d2,51,140.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-225-x7zdve.dcm
512,226,416,*fl3d2,51,145.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-226-x7zdvf.dcm
512,227,416,*fl3d2,51,150.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-227-x7zdvg.dcm
512,228,416,*fl3d2,51,155.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-228-x7zdvh.dcm
512,229,416,*fl3d2,51,160.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-229-x7zdvi.dcm
512,230,416,*fl3d2,51,165.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-230-x7zdvj.dcm
512,231,416,*fl3d2,51,170.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-231-x7zdvk.dcm
512,232,416,*fl3d2,51,175.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-232-x7zdvl.dcm
512,233,416,*fl3d2,51,180.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-233-x7zdw7.dcm
512,234,416,*fl3d2,51,185.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-234-x7zdw8.dcm
512,235,416,*fl3d2,51,190.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-235-x7zdw9.dcm
512,236,416,*fl3d2,51,195.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-236-x7zdwa.dcm
512,237,416,*fl3d2,51,200.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-237-x7zdwb.dcm
512,238,416,*fl3d2,51,205.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-238-x7zdwc.dcm
512,239,416,*fl3d2,51,210.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-239-x7zdwd.dcm
512,240,416,*fl3d2,51,215.28587345779,temp/inPhase(1)/20181215_152525_Avanto/scans/51-T1_IP/resources/DICOM/files/1.2.840.113564.9.1.2843759204.47.2.5001567892-51-240-x7zdwe.dcm
